timestamp,PIP,Discharge_Press,Amps,Temp,Vibration,Flow_Rate,Hz,machine_status
2024-06-01 00:00:00,102.48357076505616,200.85436764373492,70.03243847804173,173.24311589810048,1.0292929377622522,761.121930001641,60.0,NORMAL
2024-06-01 00:01:00,99.30867849414408,200.0612771531577,69.22192207216,176.23776202736957,1.0294947607150153,746.6373417859959,60.0,NORMAL
2024-06-01 00:02:00,103.23844269050346,197.84422466791318,68.79790949252859,172.7422800914783,1.0176932504168443,739.1807303116719,60.0,NORMAL
2024-06-01 00:03:00,107.61514928204012,199.98736669576107,70.69753908893563,177.3149011134937,1.0692322338359448,771.0374561648335,60.0,NORMAL
2024-06-01 00:04:00,98.82923312638331,202.4542081274647,70.37963123890763,173.50437331829806,1.0508985214881235,769.8186949802307,60.0,NORMAL
2024-06-01 00:05:00,98.8293152152541,199.3691893551058,72.50510197207511,176.4807073439872,0.9723811070752781,742.7704032550378,60.0,NORMAL
2024-06-01 00:06:00,107.89606407753696,202.09883815115137,71.01650398973328,175.75252772107356,1.0362643818756552,786.2643879241147,60.0,NORMAL
2024-06-01 00:07:00,103.83717364576455,195.81665610788477,69.00426350911171,173.05785783734817,1.0635533102975985,752.5148573940616,60.0,NORMAL
2024-06-01 00:08:00,97.65262807032524,196.98053174427147,68.99847095813988,177.42108595959007,0.9946241720110761,771.4305203973054,60.0,NORMAL
2024-06-01 00:09:00,102.71280021792982,196.3283974836301,69.53085165137212,178.84092347198515,1.0536776083314603,736.2013951875107,60.0,NORMAL
2024-06-01 00:10:00,97.68291153593769,197.17434314103798,69.64974894925703,173.50127299816774,1.0137699158892275,738.2476159191605,60.0,NORMAL
2024-06-01 00:11:00,97.67135123214871,206.43590523353046,69.64305171970449,173.6909555304954,0.9440370144287167,735.8468115949746,60.0,NORMAL
2024-06-01 00:12:00,101.20981135783018,203.6301939655518,71.62130792880203,175.13741411838797,0.929044587597632,758.1232082726806,60.0,NORMAL
2024-06-01 00:13:00,90.43359877671101,194.61538440657827,69.02989348128615,176.73532402463067,0.9744808474693758,737.4316422134244,60.0,NORMAL
2024-06-01 00:14:00,91.37541083743484,202.18749148204228,69.98138392228891,177.44892085052865,0.9510199609114856,750.49107060608,60.0,NORMAL
2024-06-01 00:15:00,97.18856235379513,198.04708843675715,69.47794815566165,174.2835294768203,1.1142186804784693,724.4204541258781,60.0,NORMAL
2024-06-01 00:16:00,94.93584439832789,196.58807707264216,70.35400538204237,175.27570468381006,1.0248047203523654,750.4030904917986,60.0,NORMAL
2024-06-01 00:17:00,101.57123666297637,192.57130267138746,69.72628311919965,174.29627911251438,0.9513496984866685,762.7435047497344,60.0,NORMAL
2024-06-01 00:18:00,95.45987962239394,204.8595934691012,68.0923097826789,174.1741273174194,1.035593784948118,722.529753109572,60.0,NORMAL
2024-06-01 00:19:00,92.93848149332354,193.1806842516643,67.93647670310266,173.93675916172083,0.9407090524286117,788.4948997692651,60.0,NORMAL
2024-06-01 00:20:00,107.32824384460777,199.74018410995063,69.4160452819747,172.2729222189287,0.9437551086941558,739.6513136600346,60.0,NORMAL
2024-06-01 00:21:00,98.87111849756732,195.26844377137564,69.55722124507878,176.72633768576412,1.0683576182787402,760.4224322324195,60.0,NORMAL
2024-06-01 00:22:00,100.33764102343962,203.87921973534964,70.09860470129352,175.20392687986705,0.9216086446416165,706.2566869075094,60.0,NORMAL
2024-06-01 00:23:00,92.87625906893271,198.32824086843024,68.65899101518659,178.05168377139637,1.0247411375652575,754.6626302853059,60.0,NORMAL
2024-06-01 00:24:00,97.27808637737408,199.32768672239828,68.94237596803413,176.6486105281376,0.9627840088567828,747.1471332756355,60.0,NORMAL
2024-06-01 00:25:00,100.55461294854933,199.49632868534982,70.71086854899978,174.19964174044827,0.9969610862644742,773.1611206230908,60.0,NORMAL
2024-06-01 00:26:00,94.24503211288848,201.51285167467893,70.52794999488329,172.71750623228925,0.9602887167496887,756.9836072164912,60.0,NORMAL
2024-06-01 00:27:00,101.87849009172837,200.06502381991655,67.9311049507152,178.73476363930206,0.9344689480090373,745.1641067113117,60.0,NORMAL
2024-06-01 00:28:00,96.99680655040598,199.78363405519443,69.09051580198305,171.6029141235867,0.9102869812423665,774.515175602711,60.0,NORMAL
2024-06-01 00:29:00,98.54153125103362,197.4079901237261,69.48096740727152,174.31623108604435,1.0634549192529548,753.1176019857704,60.0,NORMAL
2024-06-01 00:30:00,96.99146693885301,192.12635313328954,70.96590294076165,174.3474475657631,1.1166382866875701,759.1341763051146,60.0,NORMAL
